Date,Scope,Country,State,"# Players",Rank,Faction,"Ship Points","# Ships","# Uniques","# Large","# Small",Skill,Attack,Agility,Hull,Shields,List
"2014-11-07","World championship","United States of America","Minnesota",130,60,imperial,86,3,1,0,3,12,8,8,12,6,"Captain Jonus, Onyx Squadron Pilot, Onyx Squadron Pilot"
"2014-11-07","World championship","United States of America","Minnesota",130,61,rebel,92,4,0,0,4,12,12,4,12,20,"Dagger Squadron Pilot, Dagger Squadron Pilot, Blue Squadron Pilot, Blue Squadron Pilot"
"2014-11-07","World championship","United States of America","Minnesota",130,62,imperial,84,6,0,0,6,24,12,18,18,0,"Black Squadron Pilot, Black Squadron Pilot, Black Squadron Pilot, Black Squadron Pilot, Black Squadron Pilot, Black Squadron Pilot"
"2014-11-07","World championship","United States of America","Minnesota",130,63,rebel,90,5,0,0,5,10,13,7,13,19,"Blue Squadron Pilot, Blue Squadron Pilot, Blue Squadron Pilot, Bandit Squadron Pilot, Bandit Squadron Pilot"
"2014-11-07","World championship","United States of America","Minnesota",130,64,rebel,84,4,1,1,3,19,9,7,14,11,"Bandit Squadron Pilot, Tala Squadron Pilot, Tala Squadron Pilot, Han Solo (Rebel Alliance)"
"2014-11-07","World championship","United States of America","Minnesota",130,65,rebel,84,4,0,0,4,8,11,4,14,18,"Blue Squadron Pilot, Blue Squadron Pilot, Blue Squadron Pilot, Gold Squadron Pilot"
"2014-11-07","World championship","United States of America","Minnesota",130,66,imperial,88,5,1,0,5,18,11,15,15,3,"Obsidian Squadron Pilot, Obsidian Squadron Pilot, Obsidian Squadron Pilot, Academy Pilot, Rexler Brath"
"2014-11-07","World championship","United States of America","Minnesota",130,67,rebel,89,4,4,0,4,23,9,8,12,7,"""Hobbie"" Klivian, Garven Dreis, Airen Cracken, Roark Garnet"
"2014-11-07","World championship","United States of America","Minnesota",130,68,rebel,90,3,3,1,2,13,9,5,14,9,"Tarn Mison, Biggs Darklighter, Chewbacca (Rebel Alliance)"
"2014-11-07","World championship","United States of America","Minnesota",130,69,imperial,80,3,2,1,2,18,10,6,10,7,"Omicron Group Pilot, ""Whisper"", Soontir Fel"
"2014-11-07","World championship","United States of America","Minnesota",130,70,imperial,84,4,2,0,4,21,9,11,15,3,"Gamma Squadron Pilot, Black Squadron Pilot, ""Mauler Mithel"", Colonel Vessery"
"2014-11-07","World championship","United States of America","Minnesota",130,71,rebel,90,5,0,0,5,10,13,7,13,19,"Blue Squadron Pilot, Blue Squadron Pilot, Blue Squadron Pilot, Bandit Squadron Pilot, Bandit Squadron Pilot"
"2014-11-07","World championship","United States of America","Minnesota",130,72,rebel,100,5,0,0,5,10,14,6,14,22,"Blue Squadron Pilot, Blue Squadron Pilot, Blue Squadron Pilot, Blue Squadron Pilot, Bandit Squadron Pilot"
"2014-11-07","World championship","United States of America","Minnesota",130,73,imperial,78,3,3,0,3,19,10,7,7,4,"""Echo"", ""Whisper"", ""Backstabber"""
"2014-11-07","World championship","United States of America","Minnesota",130,74,imperial,81,6,0,1,5,7,13,16,20,5,"Omicron Group Pilot, Academy Pilot, Academy Pilot, Academy Pilot, Academy Pilot, Academy Pilot"
"2014-11-07","World championship","United States of America","Minnesota",130,75,rebel,93,5,2,0,5,23,12,10,12,10,"Bandit Squadron Pilot, Bandit Squadron Pilot, Bandit Squadron Pilot, Luke Skywalker, Wedge Antilles"
"2014-11-07","World championship","United States of America","Minnesota",130,76,imperial,84,3,3,0,3,23,10,8,8,2,"Turr Phennir, Soontir Fel, ""Whisper"""
"2014-11-07","World championship","United States of America","Minnesota",130,77,rebel,84,4,1,1,3,19,9,7,14,11,"Bandit Squadron Pilot, Tala Squadron Pilot, Tala Squadron Pilot, Han Solo (Rebel Alliance)"
"2014-11-07","World championship","United States of America","Minnesota",130,78,rebel,86,2,2,2,0,12,6,2,16,10,"Chewbacca (Rebel Alliance), Lando Calrissian"
"2014-11-07","World championship","United States of America","Minnesota",130,79,imperial,97,7,2,0,7,25,14,21,21,0,"Academy Pilot, Academy Pilot, Obsidian Squadron Pilot, Obsidian Squadron Pilot, Obsidian Squadron Pilot, ""Howlrunner"", ""Backstabber"""
"2014-11-07","World championship","United States of America","Minnesota",130,80,imperial,99,5,1,0,5,16,13,15,15,3,"Obsidian Squadron Pilot, Obsidian Squadron Pilot, Alpha Squadron Pilot, Alpha Squadron Pilot, Rexler Brath"
"2014-11-07","World championship","United States of America","Minnesota",130,81,imperial,83,3,2,1,2,17,9,7,11,8,"Omicron Group Pilot, Colonel Vessery, Soontir Fel"
"2014-11-07","World championship","United States of America","Minnesota",130,82,rebel,87,4,1,0,4,17,11,7,11,11,"Bandit Squadron Pilot, Red Squadron Pilot, Red Squadron Pilot, Keyan Farlander"
"2014-11-07","World championship","United States of America","Minnesota",130,83,rebel,86,5,0,0,5,10,12,7,15,17,"Bandit Squadron Pilot, Bandit Squadron Pilot, Blue Squadron Pilot, Blue Squadron Pilot, Gold Squadron Pilot"
"2014-11-07","World championship","United States of America","Minnesota",130,84,rebel,86,5,1,0,5,16,12,9,12,13,"Bandit Squadron Pilot, Bandit Squadron Pilot, Bandit Squadron Pilot, Blue Squadron Pilot, Luke Skywalker"
"2014-11-07","World championship","United States of America","Minnesota",130,85,rebel,77,3,2,1,2,11,5,5,16,7,"Roark Garnet, Rebel Operative, Chewbacca (Rebel Alliance)"
"2014-11-07","World championship","United States of America","Minnesota",130,86,imperial,96,4,2,2,2,24,12,8,16,10,"Carnor Jax, Royal Guard Pilot, Captain Kagi, Omicron Group Pilot"
"2014-11-07","World championship","United States of America","Minnesota",130,87,rebel,69,3,1,0,3,9,9,4,9,12,"Biggs Darklighter, Blue Squadron Pilot, Blue Squadron Pilot"
"2014-11-07","World championship","United States of America","Minnesota",130,88,imperial,83,4,2,0,4,18,11,11,11,2,"""Whisper"", Soontir Fel, Academy Pilot, Academy Pilot"
"2014-11-07","World championship","United States of America","Minnesota",130,89,imperial,89,4,1,1,3,12,11,10,14,6,"Academy Pilot, Academy Pilot, Bounty Hunter, ""Whisper"""
"2014-11-07","World championship","United States of America","Minnesota",130,90,rebel,61,3,1,0,3,12,6,3,15,9,"Gold Squadron Pilot, Gold Squadron Pilot, Horton Salm"
"2014-11-07","World championship","United States of America","Minnesota",130,91,imperial,84,3,1,2,1,11,10,5,13,11,"Omicron Group Pilot, Bounty Hunter, ""Echo"""
"2014-11-07","World championship","United States of America","Minnesota",130,92,imperial,90,5,2,1,4,16,11,14,18,4,"Krassis Trelix, ""Howlrunner"", Academy Pilot, Academy Pilot, Academy Pilot"
"2014-11-07","World championship","United States of America","Minnesota",130,93,rebel,89,3,3,0,3,22,9,7,8,7,"Etahn A'baht, Wedge Antilles, Luke Skywalker"
"2014-11-07","World championship","United States of America","Minnesota",130,94,rebel,100,5,1,0,5,13,14,10,14,10,"Bandit Squadron Pilot, Rookie Pilot, Rookie Pilot, Rookie Pilot, Biggs Darklighter"
"2014-11-07","World championship","United States of America","Minnesota",130,95,rebel,82,3,3,0,3,20,9,5,9,9,"Keyan Farlander, Biggs Darklighter, Luke Skywalker"
"2014-11-07","World championship","United States of America","Minnesota",130,96,rebel,92,4,1,0,4,17,9,12,8,9,"Green Squadron Pilot, Green Squadron Pilot, Green Squadron Pilot, Corran Horn"
"2014-11-07","World championship","United States of America","Minnesota",130,97,imperial,99,7,2,0,7,28,14,21,21,0,"Academy Pilot, Obsidian Squadron Pilot, Obsidian Squadron Pilot, Obsidian Squadron Pilot, Black Squadron Pilot, ""Backstabber"", ""Howlrunner"""
"2014-11-07","World championship","United States of America","Minnesota",130,98,imperial,83,3,2,1,2,16,9,7,11,6,"Boba Fett (Firespray-31), ""Whisper"", Academy Pilot"
"2014-11-07","World championship","United States of America","Minnesota",130,99,imperial,83,4,2,0,4,18,11,11,11,2,"Academy Pilot, Academy Pilot, Soontir Fel, ""Whisper"""
"2014-11-07","World championship","United States of America","Minnesota",130,100,rebel,93,5,1,1,4,14,9,10,16,11,"Prototype Pilot, Outer Rim Smuggler, Bandit Squadron Pilot, Bandit Squadron Pilot, Jan Ors"
"2014-11-07","World championship","United States of America","Minnesota",130,101,rebel,77,2,2,1,1,13,6,4,10,8,"Corran Horn, Chewbacca (Rebel Alliance)"
"2014-11-07","World championship","United States of America","Minnesota",130,102,imperial,90,5,1,1,4,19,11,14,18,4,"Obsidian Squadron Pilot, Obsidian Squadron Pilot, Obsidian Squadron Pilot, Obsidian Squadron Pilot, Kath Scarlet (Firespray-31)"
"2014-11-07","World championship","United States of America","Minnesota",130,103,rebel,86,4,2,0,4,18,10,8,10,11,"Bandit Squadron Pilot, Rookie Pilot, Keyan Farlander, Jake Farrell"
"2014-11-07","World championship","United States of America","Minnesota",130,104,rebel,63,2,2,1,1,11,4,3,12,6,"Kyle Katarn, Chewbacca (Rebel Alliance)"
"2014-11-07","World championship","United States of America","Minnesota",130,105,rebel,89,4,3,0,4,22,10,7,13,9,"Red Squadron Pilot, Garven Dreis, ""Dutch"" Vander, Lieutenant Blount"
"2014-11-07","World championship","United States of America","Minnesota",130,106,imperial,94,6,5,0,6,33,12,18,18,0,"""Howlrunner"", ""Mauler Mithel"", ""Dark Curse"", ""Backstabber"", ""Night Beast"", Academy Pilot"
"2014-11-07","World championship","United States of America","Minnesota",130,107,rebel,85,4,2,0,4,23,9,10,8,9,"Tala Squadron Pilot, Tala Squadron Pilot, Corran Horn, Jake Farrell"
"2014-11-07","World championship","United States of America","Minnesota",130,108,imperial,88,3,3,1,2,22,9,7,11,6,"""Howlrunner"", Kath Scarlet (Firespray-31), ""Whisper"""
"2014-11-07","World championship","United States of America","Minnesota",130,109,imperial,99,7,2,0,7,28,14,21,21,0,"Academy Pilot, Obsidian Squadron Pilot, Obsidian Squadron Pilot, Obsidian Squadron Pilot, Black Squadron Pilot, ""Backstabber"", ""Howlrunner"""
"2014-11-07","World championship","United States of America","Minnesota",130,110,imperial,92,3,1,3,0,12,9,5,17,13,"Bounty Hunter, Bounty Hunter, Colonel Jendon"
"2014-11-07","World championship","United States of America","Minnesota",130,111,rebel,75,2,2,1,1,18,6,3,11,7,"Wedge Antilles, Han Solo (Rebel Alliance)"
"2014-11-07","World championship","United States of America","Minnesota",130,112,imperial,87,4,0,1,3,20,12,10,14,5,"Omicron Group Pilot, Royal Guard Pilot, Royal Guard Pilot, Royal Guard Pilot"
"2014-11-07","World championship","United States of America","Minnesota",130,113,rebel,80,4,0,0,4,8,10,4,16,16,"Gold Squadron Pilot, Gold Squadron Pilot, Blue Squadron Pilot, Blue Squadron Pilot"
"2014-11-07","World championship","United States of America","Minnesota",130,114,rebel,83,4,3,0,4,18,9,7,12,10,"Tala Squadron Pilot, Roark Garnet, Nera Dantels, Biggs Darklighter"
"2014-11-07","World championship","United States of America","Minnesota",130,115,rebel,75,2,2,1,1,16,6,2,11,10,"Keyan Farlander, Han Solo (Rebel Alliance)"
"2014-11-07","World championship","United States of America","Minnesota",130,116,imperial,76,3,3,1,2,19,7,7,15,4,"""Dark Curse"", Captain Jonus, Kath Scarlet (Firespray-31)"
"2014-11-07","World championship","United States of America","Minnesota",130,117,rebel,89,3,3,0,3,22,9,7,8,7,"Etahn A'baht, Luke Skywalker, Wedge Antilles"
"2014-11-07","World championship","United States of America","Minnesota",130,118,imperial,91,5,4,0,5,30,10,15,15,2,"Academy Pilot, ""Dark Curse"", ""Backstabber"", ""Howlrunner"", Darth Vader"
"2014-11-07","World championship","United States of America","Minnesota",130,119,rebel,94,5,1,1,4,17,11,9,16,13,"Bandit Squadron Pilot, Bandit Squadron Pilot, Bandit Squadron Pilot, Bandit Squadron Pilot, Han Solo (Rebel Alliance)"
"2014-11-07","World championship","United States of America","Minnesota",130,120,imperial,84,3,2,2,1,16,9,6,14,9,"Omicron Group Pilot, Krassis Trelix, Soontir Fel"
"2014-11-07","World championship","United States of America","Minnesota",130,121,rebel,85,4,1,1,3,21,9,7,14,11,"Tala Squadron Pilot, Tala Squadron Pilot, Tala Squadron Pilot, Han Solo (Rebel Alliance)"
"2014-11-07","World championship","United States of America","Minnesota",130,122,imperial,97,7,2,0,7,25,14,21,21,0,"""Howlrunner"", ""Backstabber"", Obsidian Squadron Pilot, Obsidian Squadron Pilot, Obsidian Squadron Pilot, Academy Pilot, Academy Pilot"
"2014-11-07","World championship","United States of America","Minnesota",130,123,imperial,77,3,3,0,3,22,8,8,8,4,"""Whisper"", Darth Vader, ""Backstabber"""
"2014-11-07","World championship","United States of America","Minnesota",130,124,rebel,99,4,3,0,4,29,11,8,11,8,"Tala Squadron Pilot, Luke Skywalker, Wedge Antilles, Wes Janson"
"2014-11-07","World championship","United States of America","Minnesota",130,125,imperial,89,5,1,1,4,12,13,12,16,7,"Academy Pilot, Academy Pilot, Academy Pilot, Omicron Group Pilot, ""Whisper"""
"2014-11-07","World championship","United States of America","Minnesota",130,126,imperial,85,3,2,1,2,19,9,7,11,8,"Soontir Fel, Rexler Brath, Omicron Group Pilot"
"2014-11-07","World championship","United States of America","Minnesota",130,127,rebel,84,3,2,1,2,18,8,5,13,9,"Tala Squadron Pilot, Biggs Darklighter, Han Solo (Rebel Alliance)"
"2014-11-07","World championship","United States of America","Minnesota",130,128,rebel,100,5,1,1,4,13,12,8,17,16,"Bandit Squadron Pilot, Bandit Squadron Pilot, Bandit Squadron Pilot, Blue Squadron Pilot, Chewbacca (Rebel Alliance)"
"2014-11-07","World championship","United States of America","Minnesota",130,129,imperial,97,7,1,0,7,27,14,21,21,0,"Obsidian Squadron Pilot, Obsidian Squadron Pilot, Obsidian Squadron Pilot, Obsidian Squadron Pilot, Obsidian Squadron Pilot, Black Squadron Pilot, ""Howlrunner"""
"2014-11-07","World championship","United States of America","Minnesota",130,130,imperial,73,3,1,0,3,21,8,9,9,2,"Darth Vader, Royal Guard Pilot, Royal Guard Pilot"
"2016-08-23","Other","United States of America","Virginia",23,1,imperial,90,3,2,1,2,13,9,7,11,11,"Colonel Vessery, Countess Ryad, Omicron Group Pilot"
"2016-08-23","Other","United States of America","Virginia",23,3,rebel,70,2,2,1,1,16,5,4,10,7,"Han Solo (Rebel Alliance), Jake Farrell"
"2016-08-23","Other","United States of America","Virginia",23,7,rebel,83,4,2,0,4,19,9,10,8,9,"Bandit Squadron Pilot, Bandit Squadron Pilot, Corran Horn, Jake Farrell"
"2016-08-23","Other","United States of America","Virginia",23,12,rebel,90,4,2,1,3,10,11,8,16,12,"""Zeb"" Orrelios (Attack Shuttle), Prototype Pilot, Prototype Pilot, Kanan Jarrus"
"2016-08-23","Other","United States of America","Virginia",23,13,rebel,93,4,4,0,4,31,10,8,10,8,"Wedge Antilles, Luke Skywalker, Lieutenant Blount, Airen Cracken"
"2016-08-23","Other","United States of America","Virginia",23,17,rebel,95,5,0,0,5,15,10,15,10,10,"Green Squadron Pilot, Green Squadron Pilot, Green Squadron Pilot, Green Squadron Pilot, Green Squadron Pilot"
"2016-08-23","Other","United States of America","Virginia",23,21,rebel,80,3,2,0,3,17,8,6,10,8,"Biggs Darklighter, Gray Squadron Pilot, Corran Horn"
"2016-08-20","Other","United States of America","Oregon",9,3,imperial,77,3,2,1,2,20,8,7,11,7,"Darth Vader, Soontir Fel, Omicron Group Pilot"
"2016-08-20","Other","United States of America","Oregon",9,4,scum,72,4,0,0,4,8,8,4,20,12,"Syndicate Thug, Syndicate Thug, Syndicate Thug, Syndicate Thug"
"2016-08-20","Other","United States of America","Oregon",9,6,imperial,94,6,1,0,6,10,13,18,18,3,"Academy Pilot, Academy Pilot, Academy Pilot, Academy Pilot, Academy Pilot, Countess Ryad"
"2016-08-27","Other","United States of America","Ohio",17,1,imperial,78,2,2,1,1,15,7,2,14,6,"""Whisper"", Rear Admiral Chiraneau"
"2016-08-27","Other","United States of America","Ohio",17,2,scum,77,3,2,2,1,17,7,5,13,12,"N'dru Suhlak, Contracted Scout, Bossk"
"2016-08-27","Other","United States of America","Ohio",17,3,scum,72,3,3,1,2,19,6,5,12,9,"Bossk, N'dru Suhlak, Palob Godalhi"
"2016-08-27","Other","United States of America","Ohio",17,4,rebel,72,2,1,2,0,7,5,3,13,10,"Wild Space Fringer, Chewbacca (Rebel Alliance)"
"2016-08-27","Other","United States of America","Ohio",17,5,imperial,83,3,3,0,3,21,7,7,12,7,"Colonel Vessery, ""Redline"", ""Omega Leader"""
"2016-08-27","Other","United States of America","Ohio",17,6,rebel,73,3,3,0,3,20,6,5,12,6,"Horton Salm, Roark Garnet, Wes Janson"
"2016-08-27","Other","United States of America","Ohio",17,7,scum,86,4,2,1,3,16,9,7,15,11,"Kavil, Kath Scarlet (Firespray-31), Binayre Pirate, Binayre Pirate"
"2016-08-27","Other","United States of America","Ohio",17,9,imperial,79,4,2,1,3,14,11,9,13,7,"""Whisper"", ""Wampa"", Omicron Group Pilot, Academy Pilot"
"2016-08-27","Other","United States of America","Ohio",17,10,rebel,87,4,1,1,3,19,10,7,16,12,"Tala Squadron Pilot, Tala Squadron Pilot, Lothal Rebel, Tycho Celchu"
"2016-08-27","Other","United States of America","Ohio",17,11,imperial,79,3,2,1,2,17,10,6,10,7,"Carnor Jax, Omicron Group Pilot, ""Whisper"""
"2016-08-27","Other","United States of America","Ohio",17,12,scum,77,2,2,2,0,15,6,4,12,8,"Kath Scarlet (Firespray-31), Boba Fett (Firespray-31)"
"2016-08-27","Other","United States of America","Ohio",17,13,imperial,72,2,2,0,2,15,6,6,6,6,"Rexler Brath, Maarek Stele (TIE Defender)"
"2016-08-27","Other","United States of America","Ohio",17,14,scum,60,2,2,2,0,13,4,4,10,8,"Dengar, Manaroo"
"2016-08-27","Other","United States of America","Ohio",17,15,rebel,82,4,2,1,3,14,11,6,16,12,"Bandit Squadron Pilot, Ezra Bridger, Tala Squadron Pilot, ""Chopper"""
"2016-08-27","Other","United States of America","Ohio",17,16,rebel,79,3,3,0,3,19,8,5,8,12,"Nera Dantels, Keyan Farlander, Jake Farrell"
"2016-08-27","Other","United States of America","Ohio",17,17,imperial,75,2,2,1,1,17,5,3,15,6,"Darth Vader, Rear Admiral Chiraneau"
"2016-08-27","Other","United States of America","Virginia",10,1,imperial,86,3,3,0,3,22,8,9,8,5,"Countess Ryad, The Inquisitor, Soontir Fel"
"2016-08-27","Other","United States of America","Virginia",10,2,rebel,79,3,3,0,3,20,9,6,8,7,"Ezra Bridger, Luke Skywalker, Poe Dameron (Resistance)"
"2016-08-27","Other","United States of America","Virginia",10,4,imperial,79,3,2,0,3,17,10,7,7,5,"""Whisper"", ""Echo"", Omega Squadron Pilot"
"2016-08-27","Other","United States of America","Virginia",10,5,rebel,73,3,2,0,3,16,7,6,10,8,"Miranda Doni, Biggs Darklighter, Green Squadron Pilot"
"2016-08-27","Other","United States of America","Virginia",10,6,rebel,94,3,3,2,1,17,9,4,17,13,"""Zeb"" Orrelios (Attack Shuttle), Hera Syndulla (VCX-100), Dash Rendar"
"2016-08-27","Other","United States of America","Virginia",10,7,imperial,92,5,1,1,4,11,11,12,24,4,"Captain Oicunn, Black Squadron Pilot, Academy Pilot, Academy Pilot, Academy Pilot"
"2016-08-27","Other","United States of America","Virginia",10,8,imperial,79,4,3,0,4,25,10,12,12,0,"""Mauler Mithel"", ""Dark Curse"", Royal Guard Pilot, Kir Kanos"
"2016-08-27","Other","United States of America","Virginia",10,9,scum,68,2,2,2,0,16,5,3,11,10,"Bossk, Dengar"
"2016-08-27","Other","United States of America","Virginia",10,10,rebel,82,3,3,1,2,23,7,5,12,9,"Lieutenant Blount, Airen Cracken, Han Solo (Rebel Alliance)"
"2016-08-27","Other","United States of America","Idaho",7,1,imperial,90,5,5,0,5,34,10,15,15,2,"""Howlrunner"", ""Omega Leader"", ""Zeta Leader"", ""Scourge"", ""Wampa"""
"2016-08-27","Other","United States of America","Idaho",7,3,scum,60,2,2,2,0,13,4,4,10,8,"Dengar, Manaroo"
"2016-08-27","Other","United States of America","Idaho",7,4,rebel,84,3,2,0,3,16,8,5,10,12,"Miranda Doni, Nera Dantels, Blackmoon Squadron Pilot"
"2016-08-27","Other","United States of America","Idaho",7,5,imperial,77,3,2,1,2,16,8,7,11,9,"Colonel Vessery, ""Omega Leader"", Omicron Group Pilot"
"2016-08-27","Other","United States of America","Idaho",7,6,rebel,67,2,2,1,1,15,5,3,8,10,"Ten Numb, Dash Rendar"
"2016-08-27","Regional","Poland","Mazowieckie",95,6,scum,74,2,2,2,0,15,6,3,12,10,"Bossk, Boba Fett (Firespray-31)"
"2016-08-27","Regional","Poland","Mazowieckie",95,10,scum,78,3,3,0,3,17,7,6,12,6,"Guri, Palob Godalhi, Zuckuss"
"2016-08-27","Regional","Poland","Mazowieckie",95,12,rebel,54,2,1,0,2,12,4,2,10,8,"Miranda Doni, Guardian Squadron Pilot"
"2016-08-27","Regional","Poland","Mazowieckie",95,15,imperial,90,3,2,1,2,13,9,7,11,11,"Colonel Vessery, Countess Ryad, Omicron Group Pilot"
"2016-08-27","Regional","Poland","Mazowieckie",95,20,rebel,81,3,3,0,3,22,7,6,10,6,"Wes Janson, Poe Dameron (Resistance), Kyle Katarn"
"2016-08-27","Regional","Poland","Mazowieckie",95,36,rebel,64,2,2,0,2,16,5,4,7,7,"Corran Horn, Miranda Doni"
"2016-08-27","Regional","Poland","Mazowieckie",95,55,imperial,90,3,2,1,2,13,9,7,11,11,"Colonel Vessery, Countess Ryad, Omicron Group Pilot"
"2016-08-27","Regional","Poland","Mazowieckie",95,60,imperial,76,2,2,1,1,14,7,2,14,6,"""Echo"", Rear Admiral Chiraneau"
"2016-08-27","Regional","Poland","Mazowieckie",95,62,imperial,78,3,2,0,3,15,10,6,10,4,"""Whisper"", ""Echo"", Scimitar Squadron Pilot"
"2016-08-27","Regional","Poland","Mazowieckie",95,83,rebel,80,3,1,1,2,11,8,4,11,15,"Blue Squadron Pilot, Blue Squadron Pilot, Dash Rendar"
"2016-08-27","Regional","Poland","Mazowieckie",103,10,imperial,85,3,3,0,3,23,7,9,9,6,"Colonel Vessery, ""Omega Leader"", Darth Vader"
"2016-08-27","Regional","Poland","Mazowieckie",103,26,scum,67,3,2,2,1,12,6,6,12,10,"Contracted Scout, Kaa'to Leeachos, Manaroo"
"2016-08-27","Regional","Poland","Mazowieckie",103,32,scum,72,2,2,2,0,17,5,4,11,8,"Dengar, Boba Fett (Firespray-31)"
"2016-08-27","Regional","Poland","Mazowieckie",103,39,imperial,90,3,1,0,3,14,8,9,9,8,"Tempest Squadron Pilot, Colonel Vessery, Glaive Squadron Pilot"
"2016-08-27","Regional","Poland","Mazowieckie",103,66,scum,72,2,2,2,0,17,5,4,11,8,"Dengar, Boba Fett (Firespray-31)"
"2016-08-27","Regional","Poland","Mazowieckie",103,93,imperial,85,3,3,1,2,20,9,6,10,9,"""Whisper"", Captain Yorr, Darth Vader"
"2016-08-28","Other","Australia","South Australia",12,2,scum,72,2,2,2,0,12,6,6,8,8,"IG-88B, IG-88C"
"2016-08-28","Other","Australia","South Australia",12,3,rebel,94,4,0,2,2,10,12,4,24,16,"Bandit Squadron Pilot, Bandit Squadron Pilot, Lothal Rebel, Lothal Rebel"
"2016-08-28","Other","Australia","South Australia",12,4,scum,68,2,2,2,0,16,5,3,11,10,"Dengar, Bossk"
"2016-08-28","Other","Australia","South Australia",12,5,scum,79,3,0,3,0,8,7,5,16,14,"Trandoshan Slaver, Contracted Scout, Contracted Scout"
"2016-08-28","Other","Australia","South Australia",12,6,imperial,79,3,3,0,3,21,7,8,12,4,"""Omega Leader"", Countess Ryad, Tomax Bren"
"2016-08-28","Other","Australia","South Australia",12,7,scum,91,6,1,0,6,12,13,13,14,11,"Binayre Pirate, Binayre Pirate, Binayre Pirate, Binayre Pirate, Binayre Pirate, Prince Xizor"
"2016-08-28","Other","Australia","South Australia",12,8,imperial,81,3,2,1,2,16,8,7,10,10,"Omicron Group Pilot, The Inquisitor, Colonel Vessery"
"2016-08-28","Other","Australia","South Australia",12,9,scum,75,3,0,3,0,9,6,6,15,12,"Contracted Scout, Contracted Scout, Contracted Scout"
"2016-08-28","Other","Australia","South Australia",12,10,scum,61,2,2,1,1,16,5,3,9,8,"Zuckuss, Dengar"
"2016-08-28","Other","Australia","South Australia",12,11,scum,75,3,0,3,0,9,6,6,15,12,"Contracted Scout, Contracted Scout, Contracted Scout"
"2016-08-28","Other","Australia","South Australia",12,12,scum,72,2,2,2,0,12,6,6,8,8,"IG-88C, IG-88B"
"2016-08-27","Other","Italy","Toscana",2,1,imperial,26,1,1,1,0,6,3,1,5,5,"Colonel Jendon"
"2016-08-27","Other","Brazil","Sao Paulo",7,1,imperial,88,3,3,0,3,22,7,9,8,7,"The Inquisitor, Darth Vader, Countess Ryad"
"2016-08-27","Other","Brazil","Sao Paulo",7,2,rebel,78,3,2,0,3,15,8,6,10,8,"Biggs Darklighter, Gold Squadron Pilot, Corran Horn"
"2016-08-27","Other","Brazil","Sao Paulo",7,4,rebel,92,4,1,0,4,13,11,7,11,15,"Prototype Pilot, Blue Squadron Pilot, Blue Squadron Pilot, Poe Dameron (Resistance)"
"2016-08-27","Other","Brazil","Sao Paulo",7,5,imperial,78,2,2,1,1,15,7,2,14,6,"""Whisper"", Rear Admiral Chiraneau"
"2016-08-27","Other","Brazil","Sao Paulo",7,6,rebel,80,3,3,0,3,23,6,7,9,6,"Jake Farrell, Jan Ors, Poe Dameron (Resistance)"
"2016-08-27","Other","Brazil","Sao Paulo",7,7,scum,72,2,2,2,0,12,6,6,8,8,"IG-88C, IG-88B"
"2016-08-06","Other","Spain","Extremadura",13,2,scum,68,2,2,2,0,16,5,3,11,10,"Dengar, Bossk"
"2016-08-06","Other","Spain","Extremadura",13,3,scum,72,2,2,2,0,17,5,4,11,8,"Boba Fett (Firespray-31), Dengar"
"2016-08-06","Other","Spain","Extremadura",13,4,scum,84,3,1,2,1,12,7,5,16,11,"Palob Godalhi, Mandalorian Mercenary, Trandoshan Slaver"
"2016-08-06","Other","Spain","Extremadura",13,5,rebel,77,2,1,2,0,8,7,1,18,11,"Chewbacca (Rebel Alliance), Lothal Rebel"
"2016-08-06","Other","Spain","Extremadura",13,6,imperial,80,2,2,1,1,13,6,3,15,7,"Rear Admiral Chiraneau, Countess Ryad"
"2016-08-06","Other","Spain","Extremadura",13,7,imperial,82,3,3,0,3,22,8,9,9,4,"Soontir Fel, Countess Ryad, ""Omega Leader"""
"2016-08-06","Other","Spain","Extremadura",13,8,rebel,86,3,3,1,2,17,10,4,15,10,"Hera Syndulla (VCX-100), Biggs Darklighter, Sabine Wren (Attack Shuttle)"
"2016-08-06","Other","Spain","Extremadura",13,9,imperial,76,2,2,1,1,9,6,3,15,7,"Captain Oicunn, Countess Ryad"
"2016-08-06","Other","Spain","Extremadura",13,10,imperial,79,3,2,0,3,17,10,7,7,5,"""Whisper"", ""Echo"", Omega Squadron Pilot"
"2016-08-06","Other","Spain","Extremadura",13,11,rebel,71,2,1,2,0,10,6,2,15,11,"Dash Rendar, Lothal Rebel"
"2016-08-06","Other","Spain","Extremadura",13,12,imperial,85,2,2,2,0,16,6,2,18,8,"Rear Admiral Chiraneau, Boba Fett (Firespray-31)"
"2016-08-06","Other","Spain","Extremadura",13,13,rebel,75,2,2,1,1,18,6,3,11,7,"Han Solo (Rebel Alliance), Wedge Antilles"
"2016-08-27","Other","United States of America","California",9,1,imperial,90,3,2,0,3,20,8,9,9,7,"""Omega Leader"", Colonel Vessery, Glaive Squadron Pilot"
"2016-08-27","Other","United States of America","California",9,2,scum,68,2,2,2,0,16,5,3,11,10,"Bossk, Dengar"
"2016-08-27","Other","United States of America","California",9,3,scum,70,3,3,1,2,19,7,6,10,8,"Kath Scarlet (Firespray-31), Kaa'to Leeachos, N'dru Suhlak"
